"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @China2ASEAN: #China-developed #COVID19 #vaccines have received a large number of orders from all over the world.  As of Jan.17, 18 coun…",FALSE,0,NA,2021-01-20 11:42:12,FALSE,NA,"1351857557334351873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ADCN16",9,TRUE,FALSE,NA,NA
"2","@moosa @MohamedNasheed @PMOIndia @DrSJaishankar @HCIMaldives They should go for #Sinovac 😂😂",FALSE,0,"moosa",2021-01-20 11:37:33,FALSE,"1351824741657501697","1351856388205539330","7735392","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","newsbreakasia",0,FALSE,FALSE,NA,NA
"3","@MohamedNasheed How many Maldivians want the China 🇨🇳 made #Sinovac over India 🇮🇳 Made #Covishield ?
#mvPolls",FALSE,0,"MohamedNasheed",2021-01-20 11:23:20,FALSE,"1351845317495279619","1351852808341913600","558739638","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PollsMaldives",0,FALSE,FALSE,NA,NA
"4","RT @IlkhaAgency: Turkey’s Coronavirus Scientific Advisory Board to convene today #outbreakcovid @drfahrettinkoca #Sinovac #Corona #bilimkur…",FALSE,0,NA,2021-01-20 10:56:44,FALSE,NA,"1351846116426395648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mehmetemin2112",1,TRUE,FALSE,NA,NA
"5","Turkey’s Coronavirus Scientific Advisory Board to convene today #outbreakcovid @drfahrettinkoca #Sinovac #Corona… https://t.co/xdCM6HY7GX",FALSE,1,NA,2021-01-20 10:50:00,TRUE,NA,"1351844419507417090",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","IlkhaAgency",1,FALSE,FALSE,NA,NA
"6","RT @MayWongCNA: @SaksithCNA @Thanathorn_FWP #Thailand plans to buy a total of 63 million doses of #COVID19 #vaccines like those of #China #…",FALSE,0,NA,2021-01-20 10:47:51,FALSE,NA,"1351843880900063233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chacadriox",17,TRUE,FALSE,NA,NA
"7","Got my first shot..!! what about you..??
💉💉💉
 
#byecorona #sukseskanvaksinasi #sinovac #bogorseniorhospital @ Bogor… https://t.co/S0OJQOAJSM",FALSE,0,NA,2021-01-20 10:35:22,TRUE,NA,"1351840738166927360",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","elizabeth_vivin",0,FALSE,FALSE,"106.83336868","-6.64209527"
"8","Efficacy estimates for Chinese #Covid19vaccines diverge widely. #Sinopharm claims 79% without providing details on… https://t.co/ADpc7TG76Z",FALSE,0,NA,2021-01-20 10:30:00,TRUE,NA,"1351839388112547840",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","CHEManager_EU",0,FALSE,FALSE,NA,NA
"9","RT @MayWongCNA: @SaksithCNA @Thanathorn_FWP #Thailand plans to buy a total of 63 million doses of #COVID19 #vaccines like those of #China #…",FALSE,0,NA,2021-01-20 10:20:45,FALSE,NA,"1351837058667474946",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","douxxk_",17,TRUE,FALSE,NA,NA
"10","RT @MayWongCNA: @SaksithCNA @Thanathorn_FWP #Thailand plans to buy a total of 63 million doses of #COVID19 #vaccines like those of #China #…",FALSE,0,NA,2021-01-20 10:13:42,FALSE,NA,"1351835286649663489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","spkmind3",17,TRUE,FALSE,NA,NA
"11","RT @MayWongCNA: @SaksithCNA @Thanathorn_FWP #Thailand plans to buy a total of 63 million doses of #COVID19 #vaccines like those of #China #…",FALSE,0,NA,2021-01-20 10:11:49,FALSE,NA,"1351834812881928194",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gffy92",17,TRUE,FALSE,NA,NA
"12","RT @China2ASEAN: #China-developed #COVID19 #vaccines have received a large number of orders from all over the world.  As of Jan.17, 18 coun…",FALSE,0,NA,2021-01-20 10:11:46,FALSE,NA,"1351834796469620742",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","C0000008",9,TRUE,FALSE,NA,NA
"13","RT @VOLFdotTV: #Pakistan on Monday approved the Chinese Sinopharm COVID-19 vaccine for emergency use, 2 days after AstraZeneca’s vaccine de…",FALSE,0,NA,2021-01-20 09:50:22,FALSE,NA,"1351829412854050818",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","athira_dilip",3,TRUE,FALSE,NA,NA
"14","At least three Chinese #vaccine developers (#Sinovac, #Sinopharm, and #CanSino) have submitted applications to supp… https://t.co/DGq91OWOXY",FALSE,0,NA,2021-01-20 09:46:20,TRUE,NA,"1351828398251798536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BridgeBeijing",0,FALSE,FALSE,NA,NA
"15","Make it @AstraZeneca @VPPilipinas @lenirobredo. 

Show the world how our own government is defrauding its citizens… https://t.co/mKTRNQvvT7",FALSE,2,NA,2021-01-20 09:44:40,TRUE,NA,"1351827978506956802",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ProDeoEtPatria7",0,FALSE,FALSE,NA,NA
"16","RT @China2ASEAN: #China-developed #COVID19 #vaccines have received a large number of orders from all over the world.  As of Jan.17, 18 coun…",FALSE,0,NA,2021-01-20 09:33:25,FALSE,NA,"1351825149180391426",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dr_ZhaoQinghua",9,TRUE,FALSE,NA,NA
"17","RT @IlkhaAgency: Russia’s coronavirus death toll rises to 67,220 #Russia #Coronavirus #carsamba @Worldometers #COVID19 #Sinovac
https://t.c…",FALSE,0,NA,2021-01-20 09:21:28,FALSE,NA,"1351822140455186434",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mehmetemin2112",1,TRUE,FALSE,NA,NA
"18","RT @IlkhaAgency: Turkey’s Coronavirus Scientific Advisory Board to convene today #outbreakcovid @drfahrettinkoca #Sinovac #Corona #bilimkur…",FALSE,0,NA,2021-01-20 09:19:57,FALSE,NA,"1351821759478190082",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","smail75169577",3,TRUE,FALSE,NA,NA
"19","RT @China2ASEAN: #China-developed #COVID19 #vaccines have received a large number of orders from all over the world.  As of Jan.17, 18 coun…",FALSE,0,NA,2021-01-20 09:17:47,FALSE,NA,"1351821214503866369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","smail75169577",9,TRUE,FALSE,NA,NA
"20","RT @China2ASEAN: #China-developed #COVID19 #vaccines have received a large number of orders from all over the world.  As of Jan.17, 18 coun…",FALSE,0,NA,2021-01-20 09:01:24,FALSE,NA,"1351817090332717060",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YAN_YAN1206",9,TRUE,FALSE,NA,NA
"21","""The UAE began late-stage trials in July with 31,000 volunteers. Bahrain started its own trial in August. Both auth… https://t.co/ZP07fKOYxI",FALSE,1,NA,2021-01-20 08:56:43,TRUE,NA,"1351815913192923136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_alizaracelis",1,FALSE,FALSE,NA,NA
"22","RT @China2ASEAN: #China-developed #COVID19 #vaccines have received a large number of orders from all over the world.  As of Jan.17, 18 coun…",FALSE,0,NA,2021-01-20 08:55:52,FALSE,NA,"1351815695714013190",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yamunaoverseas",9,TRUE,FALSE,NA,NA
"23","Russia’s coronavirus death toll rises to 67,220 #Russia #Coronavirus #carsamba @Worldometers #COVID19 #Sinovac… https://t.co/d96twJiEXD",FALSE,4,NA,2021-01-20 08:52:41,TRUE,NA,"1351814896317554688",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","IlkhaAgency",1,FALSE,FALSE,NA,NA
"24","RT @IlkhaAgency: Turkey’s Coronavirus Scientific Advisory Board to convene today #outbreakcovid @drfahrettinkoca #Sinovac #Corona #bilimkur…",FALSE,0,NA,2021-01-20 08:43:19,FALSE,NA,"1351812538728673280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mehmetemin2112",3,TRUE,FALSE,NA,NA
"25","RT @edsbilisim: How Many Covid-19 Vaccines Has Each Manufacturer Soldt

#Covid19Vaccine #CovidVaccine #Sinovac #Pfizer #Biontech #moderna #…",FALSE,0,NA,2021-01-20 08:38:41,FALSE,NA,"1351811375312547840",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gezgintrk",2,TRUE,FALSE,NA,NA
"26","So as good as two doses of #Sinovac https://t.co/MwvPmpMP4e",FALSE,0,NA,2021-01-20 08:35:40,FALSE,NA,"1351810613060648962",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TradeskFx",0,FALSE,FALSE,NA,NA
"27","RT @IlkhaAgency: Turkey’s Coronavirus Scientific Advisory Board to convene today #outbreakcovid @drfahrettinkoca #Sinovac #Corona #bilimkur…",FALSE,0,NA,2021-01-20 08:33:59,FALSE,NA,"1351810189280755717",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wangyuenli_eu",3,TRUE,FALSE,NA,NA
"28","RT @MayWongCNA: @SaksithCNA @Thanathorn_FWP #Thailand plans to buy a total of 63 million doses of #COVID19 #vaccines like those of #China #…",FALSE,0,NA,2021-01-20 08:27:02,FALSE,NA,"1351808441312894976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rubyrubyr2",17,TRUE,FALSE,NA,NA
"29","RT @libijian2: Some of the orders for #Sinovac #Sinopharm #vaccines. https://t.co/YyG5LEnctP",FALSE,0,NA,2021-01-20 08:19:52,FALSE,NA,"1351806639720919043",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YAN_YAN1206",23,TRUE,FALSE,NA,NA
"30","RT @MayWongCNA: @SaksithCNA @Thanathorn_FWP #Thailand plans to buy a total of 63 million doses of #COVID19 #vaccines like those of #China #…",FALSE,0,NA,2021-01-20 08:16:16,FALSE,NA,"1351805730425241603",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wangyuenli_eu",17,TRUE,FALSE,NA,NA
